Year,Month,Category,Fuel Type,Car Amount,Fuel Category
2020,11,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2020,11,Goods & Other Vehicles,CNG,2,Non-Hybrid
2020,11,Goods & Other Vehicles,Electric,96,Hybrid
2020,11,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2020,11,Buses,Petrol,14,Non-Hybrid
2020,11,Buses,Diesel,18840,Non-Hybrid
2020,11,Buses,Petrol-CNG,0,Non-Hybrid
2020,11,Buses,CNG,0,Non-Hybrid
2020,11,Buses,Electric,50,Hybrid
2020,11,Buses,Diesel-Electric,50,Hybrid
2020,12,Cars,Petrol,572132,Non-Hybrid
2020,12,Cars,Diesel,18076,Non-Hybrid
2020,12,Cars,Petrol-Electric,41845,Hybrid
2020,12,Cars,Petrol-Electric (Plug-In),552,Hybrid
2020,12,Cars,Petrol-CNG,202,Non-Hybrid
2020,12,Cars,CNG,0,Non-Hybrid
2020,12,Cars,Electric,1217,Hybrid
2020,12,Cars,Diesel-Electric,18,Hybrid
2020,12,Taxis,Petrol,21,Non-Hybrid
2020,12,Taxis,Diesel,6508,Non-Hybrid
2020,12,Taxis,Petrol-Electric,9117,Hybrid
2020,12,Taxis,Petrol-CNG,0,Non-Hybrid
2020,12,Taxis,CNG,0,Non-Hybrid
2020,12,Taxis,Electric,32,Hybrid
2020,12,Motor-cycles,Petrol,140781,Non-Hybrid
2020,12,Motor-cycles,Electric,1,Hybrid
2020,12,Goods & Other Vehicles,Petrol,5816,Non-Hybrid
2020,12,Goods & Other Vehicles,Diesel,134860,Non-Hybrid
2020,12,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2020,12,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2020,12,Goods & Other Vehicles,CNG,2,Non-Hybrid
2020,12,Goods & Other Vehicles,Electric,97,Hybrid
2020,12,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2020,12,Buses,Petrol,14,Non-Hybrid
2020,12,Buses,Diesel,18798,Non-Hybrid
2020,12,Buses,Petrol-CNG,0,Non-Hybrid
2020,12,Buses,CNG,0,Non-Hybrid
2020,12,Buses,Electric,50,Hybrid
2020,12,Buses,Diesel-Electric,50,Hybrid
2021,1,Cars,Petrol,573046,Non-Hybrid
2021,1,Cars,Diesel,18081,Non-Hybrid
2021,1,Cars,Petrol-Electric,43304,Hybrid
2021,1,Cars,Petrol-Electric (Plug-In),561,Hybrid
2021,1,Cars,Petrol-CNG,199,Non-Hybrid
2021,1,Cars,CNG,0,Non-Hybrid
2021,1,Cars,Electric,1274,Hybrid
2021,1,Cars,Diesel-Electric,18,Hybrid
2021,1,Taxis,Petrol,21,Non-Hybrid
2021,1,Taxis,Diesel,6440,Non-Hybrid
2021,1,Taxis,Petrol-Electric,9423,Hybrid
2021,1,Taxis,Petrol-CNG,0,Non-Hybrid
2021,1,Taxis,CNG,0,Non-Hybrid
2021,1,Taxis,Electric,4,Hybrid
2021,1,Motor-cycles,Petrol,140743,Non-Hybrid
2021,1,Motor-cycles,Electric,2,Hybrid
2021,1,Goods & Other Vehicles,Petrol,5898,Non-Hybrid
2021,1,Goods & Other Vehicles,Diesel,135324,Non-Hybrid
2021,1,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,1,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,1,Goods & Other Vehicles,CNG,2,Non-Hybrid
2021,1,Goods & Other Vehicles,Electric,103,Hybrid
2021,1,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,1,Buses,Petrol,12,Non-Hybrid
2021,1,Buses,Diesel,18776,Non-Hybrid
2021,1,Buses,Petrol-CNG,0,Non-Hybrid
2021,1,Buses,CNG,0,Non-Hybrid
2021,1,Buses,Electric,51,Hybrid
2021,1,Buses,Diesel-Electric,50,Hybrid
2021,2,Cars,Petrol,573272,Non-Hybrid
2021,2,Cars,Diesel,18109,Non-Hybrid
2021,2,Cars,Petrol-Electric,44180,Hybrid
2021,2,Cars,Petrol-Electric (Plug-In),570,Hybrid
2021,2,Cars,Petrol-CNG,198,Non-Hybrid
2021,2,Cars,CNG,0,Non-Hybrid
2021,2,Cars,Electric,1307,Hybrid
2021,2,Cars,Diesel-Electric,18,Hybrid
2021,2,Taxis,Petrol,21,Non-Hybrid
2021,2,Taxis,Diesel,6312,Non-Hybrid
2021,2,Taxis,Petrol-Electric,9528,Hybrid
2021,2,Taxis,Petrol-CNG,0,Non-Hybrid
2021,2,Taxis,CNG,0,Non-Hybrid
2021,2,Taxis,Electric,4,Hybrid
2021,2,Motor-cycles,Petrol,140698,Non-Hybrid
2021,2,Motor-cycles,Electric,2,Hybrid
2021,2,Goods & Other Vehicles,Petrol,5918,Non-Hybrid
2021,2,Goods & Other Vehicles,Diesel,135561,Non-Hybrid
2021,2,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,2,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,2,Goods & Other Vehicles,CNG,2,Non-Hybrid
2021,2,Goods & Other Vehicles,Electric,103,Hybrid
2021,2,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,2,Buses,Petrol,12,Non-Hybrid
2021,2,Buses,Diesel,18749,Non-Hybrid
2021,2,Buses,Petrol-CNG,0,Non-Hybrid
2021,2,Buses,CNG,0,Non-Hybrid
2021,2,Buses,Electric,51,Hybrid
2021,2,Buses,Diesel-Electric,50,Hybrid
2021,3,Cars,Petrol,572882,Non-Hybrid
2021,3,Cars,Diesel,18110,Non-Hybrid
2021,3,Cars,Petrol-Electric,45360,Hybrid
2021,3,Cars,Petrol-Electric (Plug-In),591,Hybrid
2021,3,Cars,Petrol-CNG,197,Non-Hybrid
2021,3,Cars,CNG,0,Non-Hybrid
2021,3,Cars,Electric,1351,Hybrid
2021,3,Cars,Diesel-Electric,18,Hybrid
2021,3,Taxis,Petrol,21,Non-Hybrid
2021,3,Taxis,Diesel,6139,Non-Hybrid
2021,3,Taxis,Petrol-Electric,9574,Hybrid
2021,3,Taxis,Petrol-CNG,0,Non-Hybrid
2021,3,Taxis,CNG,0,Non-Hybrid
2021,3,Taxis,Electric,4,Hybrid
2021,3,Motor-cycles,Petrol,140693,Non-Hybrid
2021,3,Motor-cycles,Electric,2,Hybrid
2021,3,Goods & Other Vehicles,Petrol,5932,Non-Hybrid
2021,3,Goods & Other Vehicles,Diesel,136534,Non-Hybrid
2021,3,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,3,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,3,Goods & Other Vehicles,CNG,2,Non-Hybrid
2021,3,Goods & Other Vehicles,Electric,104,Hybrid
2021,3,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,3,Buses,Petrol,11,Non-Hybrid
2021,3,Buses,Diesel,18779,Non-Hybrid
2021,3,Buses,Petrol-CNG,0,Non-Hybrid
2021,3,Buses,CNG,0,Non-Hybrid
2021,3,Buses,Electric,51,Hybrid
2021,3,Buses,Diesel-Electric,50,Hybrid
2021,4,Cars,Petrol,572399,Non-Hybrid
2021,4,Cars,Diesel,18133,Non-Hybrid
2021,4,Cars,Petrol-Electric,46522,Hybrid
2021,4,Cars,Petrol-Electric (Plug-In),606,Hybrid
2021,4,Cars,Petrol-CNG,194,Non-Hybrid
2021,4,Cars,CNG,0,Non-Hybrid
2021,4,Cars,Electric,1415,Hybrid
2021,4,Cars,Diesel-Electric,18,Hybrid
2021,4,Taxis,Petrol,21,Non-Hybrid
2021,4,Taxis,Diesel,6099,Non-Hybrid
2021,4,Taxis,Petrol-Electric,9675,Hybrid
2021,4,Taxis,Petrol-CNG,0,Non-Hybrid
2021,4,Taxis,CNG,0,Non-Hybrid
2021,4,Taxis,Electric,4,Hybrid
2021,4,Motor-cycles,Petrol,140889,Non-Hybrid
2021,4,Motor-cycles,Electric,2,Hybrid
2021,4,Goods & Other Vehicles,Petrol,6522,Non-Hybrid
2021,4,Goods & Other Vehicles,Diesel,136148,Non-Hybrid
2021,4,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,4,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,4,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,4,Goods & Other Vehicles,Electric,130,Hybrid
2021,4,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,4,Buses,Petrol,10,Non-Hybrid
2021,4,Buses,Diesel,18734,Non-Hybrid
2021,4,Buses,Petrol-CNG,0,Non-Hybrid
2021,4,Buses,CNG,0,Non-Hybrid
2021,4,Buses,Electric,51,Hybrid
2021,4,Buses,Diesel-Electric,50,Hybrid
2021,5,Cars,Petrol,571365,Non-Hybrid
2021,5,Cars,Diesel,18139,Non-Hybrid
2021,5,Cars,Petrol-Electric,47560,Hybrid
2021,5,Cars,Petrol-Electric (Plug-In),616,Hybrid
2021,5,Cars,Petrol-CNG,190,Non-Hybrid
2021,5,Cars,CNG,0,Non-Hybrid
2021,5,Cars,Electric,1485,Hybrid
2021,5,Cars,Diesel-Electric,18,Hybrid
2021,5,Taxis,Petrol,21,Non-Hybrid
2021,5,Taxis,Diesel,5948,Non-Hybrid
2021,5,Taxis,Petrol-Electric,9688,Hybrid
2021,5,Taxis,Petrol-CNG,0,Non-Hybrid
2021,5,Taxis,CNG,0,Non-Hybrid
2021,5,Taxis,Electric,4,Hybrid
2021,5,Motor-cycles,Petrol,140924,Non-Hybrid
2021,5,Motor-cycles,Electric,2,Hybrid
2021,5,Goods & Other Vehicles,Petrol,6854,Non-Hybrid
2021,5,Goods & Other Vehicles,Diesel,135854,Non-Hybrid
2021,5,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,5,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,5,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,5,Goods & Other Vehicles,Electric,154,Hybrid
2021,5,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,5,Buses,Petrol,10,Non-Hybrid
2021,5,Buses,Diesel,18677,Non-Hybrid
2021,5,Buses,Petrol-CNG,0,Non-Hybrid
2021,5,Buses,CNG,0,Non-Hybrid
2021,5,Buses,Electric,51,Hybrid
2021,5,Buses,Diesel-Electric,50,Hybrid
2021,6,Cars,Petrol,570952,Non-Hybrid
2021,6,Cars,Diesel,18156,Non-Hybrid
2021,6,Cars,Petrol-Electric,48758,Hybrid
2021,6,Cars,Petrol-Electric (Plug-In),625,Hybrid
2021,6,Cars,Petrol-CNG,188,Non-Hybrid
2021,6,Cars,CNG,0,Non-Hybrid
2021,6,Cars,Electric,1549,Hybrid
2021,6,Cars,Diesel-Electric,19,Hybrid
2021,6,Taxis,Petrol,20,Non-Hybrid
2021,6,Taxis,Diesel,5824,Non-Hybrid
2021,6,Taxis,Petrol-Electric,9688,Hybrid
2021,6,Taxis,Petrol-CNG,0,Non-Hybrid
2021,6,Taxis,CNG,0,Non-Hybrid
2021,6,Taxis,Electric,4,Hybrid
2021,6,Motor-cycles,Petrol,140919,Non-Hybrid
2021,6,Motor-cycles,Electric,3,Hybrid
2021,6,Goods & Other Vehicles,Petrol,7278,Non-Hybrid
2021,6,Goods & Other Vehicles,Diesel,135527,Non-Hybrid
2021,6,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,6,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,6,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,6,Goods & Other Vehicles,Electric,198,Hybrid
2021,6,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,6,Buses,Petrol,11,Non-Hybrid
2021,6,Buses,Diesel,18596,Non-Hybrid
2021,6,Buses,Petrol-CNG,0,Non-Hybrid
2021,6,Buses,CNG,0,Non-Hybrid
2021,6,Buses,Electric,51,Hybrid
2021,6,Buses,Diesel-Electric,50,Hybrid
2021,7,Cars,Petrol,570542,Non-Hybrid
2021,7,Cars,Diesel,18168,Non-Hybrid
2021,7,Cars,Petrol-Electric,49886,Hybrid
2021,7,Cars,Petrol-Electric (Plug-In),634,Hybrid
2021,7,Cars,Petrol-CNG,182,Non-Hybrid
2021,7,Cars,CNG,0,Non-Hybrid
2021,7,Cars,Electric,1643,Hybrid
2021,7,Cars,Diesel-Electric,19,Hybrid
2021,7,Taxis,Petrol,19,Non-Hybrid
2021,7,Taxis,Diesel,5757,Non-Hybrid
2021,7,Taxis,Petrol-Electric,9717,Hybrid
2021,7,Taxis,Petrol-CNG,0,Non-Hybrid
2021,7,Taxis,CNG,0,Non-Hybrid
2021,7,Taxis,Electric,4,Hybrid
2021,7,Motor-cycles,Petrol,141246,Non-Hybrid
2021,7,Motor-cycles,Electric,5,Hybrid
2021,7,Goods & Other Vehicles,Petrol,7624,Non-Hybrid
2021,7,Goods & Other Vehicles,Diesel,135365,Non-Hybrid
2021,7,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,7,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,7,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,7,Goods & Other Vehicles,Electric,234,Hybrid
2021,7,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,7,Buses,Petrol,17,Non-Hybrid
2021,7,Buses,Diesel,18525,Non-Hybrid
2021,7,Buses,Petrol-CNG,0,Non-Hybrid
2021,7,Buses,CNG,0,Non-Hybrid
2021,7,Buses,Electric,64,Hybrid
2021,7,Buses,Diesel-Electric,50,Hybrid
2021,8,Cars,Petrol,570168,Non-Hybrid
2021,8,Cars,Diesel,18164,Non-Hybrid
2021,8,Cars,Petrol-Electric,50952,Hybrid
2021,8,Cars,Petrol-Electric (Plug-In),641,Hybrid
2021,8,Cars,Petrol-CNG,178,Non-Hybrid
2021,8,Cars,CNG,0,Non-Hybrid
2021,8,Cars,Electric,1855,Hybrid
2021,8,Cars,Diesel-Electric,19,Hybrid
2021,8,Taxis,Petrol,19,Non-Hybrid
2021,8,Taxis,Diesel,5640,Non-Hybrid
2021,8,Taxis,Petrol-Electric,9794,Hybrid
2021,8,Taxis,Petrol-CNG,0,Non-Hybrid
2021,8,Taxis,CNG,0,Non-Hybrid
2021,8,Taxis,Electric,19,Hybrid
2021,8,Motor-cycles,Petrol,141314,Non-Hybrid
2021,8,Motor-cycles,Electric,5,Hybrid
2021,8,Goods & Other Vehicles,Petrol,7976,Non-Hybrid
2021,8,Goods & Other Vehicles,Diesel,135127,Non-Hybrid
2021,8,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,8,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,8,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,8,Goods & Other Vehicles,Electric,260,Hybrid
2021,8,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,8,Buses,Petrol,20,Non-Hybrid
2021,8,Buses,Diesel,18489,Non-Hybrid
2021,8,Buses,Petrol-CNG,0,Non-Hybrid
2021,8,Buses,CNG,0,Non-Hybrid
2021,8,Buses,Electric,73,Hybrid
2021,8,Buses,Diesel-Electric,50,Hybrid
2021,9,Cars,Petrol,570186,Non-Hybrid
2021,9,Cars,Diesel,18138,Non-Hybrid
2021,9,Cars,Petrol-Electric,52162,Hybrid
2021,9,Cars,Petrol-Electric (Plug-In),654,Hybrid
2021,9,Cars,Petrol-CNG,175,Non-Hybrid
2021,9,Cars,CNG,0,Non-Hybrid
2021,9,Cars,Electric,2243,Hybrid
2021,9,Cars,Diesel-Electric,20,Hybrid
2021,9,Taxis,Petrol,18,Non-Hybrid
2021,9,Taxis,Diesel,5511,Non-Hybrid
2021,9,Taxis,Petrol-Electric,9826,Hybrid
2021,9,Taxis,Petrol-CNG,0,Non-Hybrid
2021,9,Taxis,CNG,0,Non-Hybrid
2021,9,Taxis,Electric,79,Hybrid
2021,9,Motor-cycles,Petrol,141414,Non-Hybrid
2021,9,Motor-cycles,Electric,5,Hybrid
2021,9,Goods & Other Vehicles,Petrol,8323,Non-Hybrid
2021,9,Goods & Other Vehicles,Diesel,134918,Non-Hybrid
2021,9,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,9,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,9,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,9,Goods & Other Vehicles,Electric,295,Hybrid
2021,9,Goods & Other Vehicles,Diesel-Electric,7,Hybrid
2021,9,Buses,Petrol,27,Non-Hybrid
2021,9,Buses,Diesel,18455,Non-Hybrid
2021,9,Buses,Petrol-CNG,0,Non-Hybrid
2021,9,Buses,CNG,0,Non-Hybrid
2021,9,Buses,Electric,74,Hybrid
2021,9,Buses,Diesel-Electric,50,Hybrid
2021,10,Cars,Petrol,569513,Non-Hybrid
2021,10,Cars,Diesel,18117,Non-Hybrid
2021,10,Cars,Petrol-Electric,53149,Hybrid
2021,10,Cars,Petrol-Electric (Plug-In),668,Hybrid
2021,10,Cars,Petrol-CNG,171,Non-Hybrid
2021,10,Cars,CNG,0,Non-Hybrid
2021,10,Cars,Electric,2309,Hybrid
2021,10,Cars,Diesel-Electric,20,Hybrid
2021,10,Taxis,Petrol,18,Non-Hybrid
2021,10,Taxis,Diesel,5399,Non-Hybrid
2021,10,Taxis,Petrol-Electric,9844,Hybrid
2021,10,Taxis,Petrol-CNG,0,Non-Hybrid
2021,10,Taxis,CNG,0,Non-Hybrid
2021,10,Taxis,Electric,119,Hybrid
2021,10,Motor-cycles,Petrol,141446,Non-Hybrid
2021,10,Motor-cycles,Electric,5,Hybrid
2021,10,Goods & Other Vehicles,Petrol,8647,Non-Hybrid
2021,10,Goods & Other Vehicles,Diesel,134723,Non-Hybrid
2021,10,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,10,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,10,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,10,Goods & Other Vehicles,Electric,320,Hybrid
2021,10,Goods & Other Vehicles,Diesel-Electric,11,Hybrid
2021,10,Buses,Petrol,28,Non-Hybrid
2021,10,Buses,Diesel,18432,Non-Hybrid
2021,10,Buses,Petrol-CNG,0,Non-Hybrid
2021,10,Buses,CNG,0,Non-Hybrid
2021,10,Buses,Electric,75,Hybrid
2021,10,Buses,Diesel-Electric,50,Hybrid
2021,11,Cars,Petrol,568883,Non-Hybrid
2021,11,Cars,Diesel,18123,Non-Hybrid
2021,11,Cars,Petrol-Electric,54017,Hybrid
2021,11,Cars,Petrol-Electric (Plug-In),682,Hybrid
2021,11,Cars,Petrol-CNG,166,Non-Hybrid
2021,11,Cars,CNG,0,Non-Hybrid
2021,11,Cars,Electric,2635,Hybrid
2021,11,Cars,Diesel-Electric,20,Hybrid
2021,11,Taxis,Petrol,16,Non-Hybrid
2021,11,Taxis,Diesel,5137,Non-Hybrid
2021,11,Taxis,Petrol-Electric,9706,Hybrid
2021,11,Taxis,Petrol-CNG,0,Non-Hybrid
2021,11,Taxis,CNG,0,Non-Hybrid
2021,11,Taxis,Electric,189,Hybrid
2021,11,Motor-cycles,Petrol,141523,Non-Hybrid
2021,11,Motor-cycles,Electric,5,Hybrid
2021,11,Goods & Other Vehicles,Petrol,8840,Non-Hybrid
2021,11,Goods & Other Vehicles,Diesel,134635,Non-Hybrid
2021,11,Goods & Other Vehicles,Petrol-Electric,1,Hybrid
2021,11,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,11,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,11,Goods & Other Vehicles,Electric,349,Hybrid
2021,11,Goods & Other Vehicles,Diesel-Electric,11,Hybrid
2021,11,Buses,Petrol,34,Non-Hybrid
2021,11,Buses,Diesel,18395,Non-Hybrid
2021,11,Buses,Petrol-CNG,0,Non-Hybrid
2021,11,Buses,CNG,0,Non-Hybrid
2021,11,Buses,Electric,75,Hybrid
2021,11,Buses,Diesel-Electric,50,Hybrid
2021,12,Cars,Petrol,568376,Non-Hybrid
2021,12,Cars,Diesel,18136,Non-Hybrid
2021,12,Cars,Petrol-Electric,54820,Hybrid
2021,12,Cars,Petrol-Electric (Plug-In),692,Hybrid
2021,12,Cars,Petrol-CNG,164,Non-Hybrid
2021,12,Cars,CNG,0,Non-Hybrid
2021,12,Cars,Electric,2942,Hybrid
2021,12,Cars,Diesel-Electric,20,Hybrid
2021,12,Taxis,Petrol,15,Non-Hybrid
2021,12,Taxis,Diesel,4951,Non-Hybrid
2021,12,Taxis,Petrol-Electric,9617,Hybrid
2021,12,Taxis,Petrol-CNG,0,Non-Hybrid
2021,12,Taxis,CNG,0,Non-Hybrid
2021,12,Taxis,Electric,304,Hybrid
2021,12,Motor-cycles,Petrol,141589,Non-Hybrid
2021,12,Motor-cycles,Electric,5,Hybrid
2021,12,Goods & Other Vehicles,Petrol,9096,Non-Hybrid
2021,12,Goods & Other Vehicles,Diesel,134527,Non-Hybrid
2021,12,Goods & Other Vehicles,Petrol-Electric,2,Hybrid
2021,12,Goods & Other Vehicles,Petrol-CNG,0,Non-Hybrid
2021,12,Goods & Other Vehicles,CNG,1,Non-Hybrid
2021,12,Goods & Other Vehicles,Electric,387,Hybrid
2021,12,Goods & Other Vehicles,Diesel-Electric,11,Hybrid
2021,12,Buses,Petrol,42,Non-Hybrid
2021,12,Buses,Diesel,18353,Non-Hybrid
2021,12,Buses,Petrol-CNG,0,Non-Hybrid
2021,12,Buses,CNG,0,Non-Hybrid
2021,12,Buses,Electric,75,Hybrid
2021,12,Buses,Diesel-Electric,50,Hybrid
